name,face_sentiment,text,Lidor,Liora,Roee,Barak,Ania,Or,Ben,Skyler
USSEN_AL_SLF_BRENDA_HORN,"[[1.6181960701942444, 9.224546764536561e-05, 0.27047887976680485, 0.050679111986288, 6.585339563233512, 0.0020061112341604064, 5.758922866412571], [0.3855350790172437, 0.00036175068166862713, 0.8734455586681954, 0.005493596124480221, 12.905725328752633, 0.000227098501868164, 0.11492559839128758], [0.13295887038111687, 0.0003945560040717412, 2.1799113069261824, 0.008895795326679945, 11.808364731924874, 0.0006008720187570102, 0.15458839812449046], [1.253655521150901, 0.0019037910108984544, 2.2084186371644092, 0.027746012025940285, 10.132455578252154, 0.6469798793014386, 0.014555608124726643], [0.16988325280106722, 3.898158219228062e-08, 8.244079842810622, 0.001983003950396522, 5.868896340321426, 0.0002722640634214107, 0.0005987551145777494], [6.241174255098615, 7.065013310888649e-05, 3.5986721515655518, 0.058096740394830704, 0.8632556668349675, 3.510143075670515, 0.014301968206252371], [0.12332765259135738, 6.0515523113961346e-06, 1.1747551087530301, 0.014714406162514739, 0.9565401366060283, 0.0004464441852197037, 12.015924864351307], [0.00933521798840826, 2.2372076827226526e-06, 0.013390304819927758, 0.0892351168576804, 1.1918858404091501, 2.7078332150558584e-05, 12.981838761677668], [1.4749789876597268, 0.0008524705273365336, 2.2897873606000627, 0.27330759912729263, 8.609340020588466, 1.3189067798001426, 0.31854119151830673], [0.013975157969347968, 3.0417421963914704e-05, 0.41325799923118517, 0.00020069853262233317, 13.857288845956512, 8.352486692595315e-07, 0.0009605090964130626], [0.03659602007097125, 1.8733697218420135e-14, 0.1313330151722355, 1.8036679257824896e-07, 13.690607001391896, 4.40004011853948e-09, 0.42717831892837993], [0.0009162644606216677, 1.5330480773579337e-13, 0.0021046536858193576, 1.859964626760302e-07, 13.17296198436192, 1.944335689475972e-11, 1.109731090920312], [0.02778777625470299, 1.6703936466620025e-05, 3.761522688629017, 0.02980474652506171, 1.5704315059382676, 10.513411128182332, 0.4235559101926703], [0.21977870627527915, 2.0790861690936353e-05, 0.8449494934853671, 0.28852556097504334, 0.16208292426033674, 13.033256722494503, 1.7779167713697095]]"," Mobrook said we can't trust Donald Trump. You know what I don't trust? Career politicians like Mo Brooks. I served my country. Mo Brooks? He voted to cut off funding to fight ISIS. We fought for our freedom. He fought to cut off funding. Bookes was playing politics, siding with Nancy Pelosi and the liberals instead of siding with us. Brooks didn't have my back, and he won't be getting my vote. Senate Leadership Fund is responsible for the content of this advertising. ",0,0,0,0,0,0,both,base
USSEN_AL_SLF_CAREER_CONGRESSMAN,"[[14.222545279416162, 4.014484273369127e-06, 0.008828363940799217, 0.0032541882440150225, 0.05007650935147971, 1.93577980430653e-06, 0.0010035058507856275], [0.42161701694584436, 2.5794608962343343e-06, 2.661971353537354, 0.025651450705609462, 12.968469401013584, 0.001680700106158362, 0.24713781516015415], [12.155684131506494, 0.1859869361650766, 1.9174377504903628, 0.060158569972615636, 1.9558272844412465, 0.0008481762584147221, 0.050587648673287806], [1.1528669908078, 0.1052562198257593, 6.073512058737674, 0.042884682835305096, 0.2919489954959373, 8.479569955530737, 0.47203753925534103], [9.914265475479672, 0.023487631273007025, 3.46404395627521, 0.38773457898021, 1.203891513876799, 0.6367387376974453, 0.987912746906647], [2.0515767274407475, 0.011675657110902246, 6.899542496940112, 0.660160211646191, 2.58971868875996, 0.5370544959922948, 1.5359844777943177], [8.41226407459804, 4.773691722324917, 0.6932363978454045, 0.0018456262686023755, 0.3937507580433573, 0.006833726157700377, 0.004091482177110655], [5.936660701337023, 0.0004698092587724594, 0.8060915752409646, 0.012481587399655467, 8.426012441451233, 0.2117510664317553, 0.9330629796643596], [6.42934058606469, 5.0511722481132366e-05, 1.355706879393478, 0.30176075887649434, 7.316524804394681, 0.9562960208069874, 0.25839497064478784], [12.981051824791843, 0.10071055369651001, 1.0107970342188028, 0.005096527328679169, 0.1878094929158632, 3.594698545933747e-05, 0.00021380519608889622], [12.559669564150283, 0.002122430468217909, 1.069439926554825, 0.05216244318954259, 0.6013104773560023, 9.343713818076556e-06, 0.0009995208377190639], [0.47119781374931335, 0.12400282014693532, 10.337177344730922, 0.09923159543957029, 0.3132336639932224, 2.4845791714532033, 0.4562930337020329], [1.9504623688241558, 2.213909610132434e-09, 3.4518539235223433, 0.04759406440650698, 3.1081865342463786, 0.0075148556166867875, 7.760919455723872], [6.109643833977835, 0.030725219819162573, 7.110345789364406, 0.19187751625265395, 0.8238318243197033, 0.0030599869205616415, 0.016230303195438216], [3.8260809226303527, 0.035024037827114156, 7.093293205211157, 0.03186033565597279, 1.6655987254154865, 1.1111815267179737, 2.8550366083652245], [1.489331101660289, 0.0061769928508261405, 13.980057713466035, 0.14424096214964602, 0.26976828188009927, 0.4451867614898175, 0.28331366025529264], [12.644745287659873, 0.008709209711229146, 2.6281646515294343, 0.15010108734119912, 0.5598300098188347, 0.2692050309784959, 0.35732012481697495]]"," Career congressman Moe Brooks. I don't think you can trust Donald Trump with anything he says. They all attack Donald Trump, trying to stop him. I don't think you can trust Donald Trump with anything he says. Mo. Brooks even refused to endorse Donald Trump for president. A lot of people who have supported Donald Trump, they're going to regret having done so. Mo Brooks attacked President Trump, siding with them, not Alabama conservatives. Senate Leadership Fund is responsible for the content of this advertising.",0,0,0,0,0,0,both,base
USSEN_AL_SLF_ENDORSED,"[[0.19052224314546448, 0.004279859150413923, 9.620854745946987, 1.6809806692705564, 4.720423774122425, 0.016967693765890433, 0.0925028626648996], [0.3121127680661902, 0.0001498033465767002, 13.948942605411984, 0.6946771778728676, 0.33814351693045286, 0.949586781492373, 0.08291724613175393], [0.16060133013624275, 2.0134208596675187e-06, 0.10596721367290197, 13.161862030488521, 0.8543725038322803, 1.505478604708821e-05, 0.0028926050417824893], [2.318312440599714, 0.001974158556805312, 7.869988375780534, 0.10851615635536811, 4.1156917078686615, 0.46305420838247563, 1.4489947951265745], [0.4502474214241516, 0.0006634227869654934, 2.2969996940044983, 0.012130777720643872, 13.144001480910548, 0.024217854740101557, 0.39826947473807134], [1.8434086016246252, 0.00013509851279585355, 10.524811063494, 0.013457471504807472, 0.5032275936433247, 1.3235594545091902, 0.07711477311594146], [1.3821330112153062e-07, 2.439122038025432e-11, 6.502766122399148e-06, 13.975935322897774, 6.074071409654737e-05, 3.036808006332389e-05, 0.30968141342912403], [0.00010601350870195335, 1.2782541502070603e-07, 0.0010700441753065733, 11.487850805818656, 0.0005473753131692085, 0.045110065118716916, 2.751030191840541], [0.010382460900559018, 6.701729897367569e-07, 0.3446641837576864, 14.608512634180673, 0.2581875988484876, 0.007453033683383917, 1.0973306138568015], [3.6492450877847437e-05, 1.4781430889783215e-08, 0.21074832038149321, 0.2867606995896592, 2.215694821217734, 6.015855639990569e-08, 13.904835732332524], [0.007335763075625445, 3.452184859341123e-07, 0.13949903177896053, 14.272616843638994, 1.8001212149851606, 0.000475958667865563, 0.10648278518498351], [0.0011221340175374323, 3.080046516622217e-07, 0.9332270981938123, 0.006028486383346214, 15.523255320111248, 4.2524561266795794e-06, 0.20288740479399522], [10.059761057704714, 2.495475887881011e-06, 3.920079468586775, 1.7321394726092385, 0.2796659600464291, 0.0002676425819356183, 0.3346137828651369], [14.290502348800358, 3.325965666710403e-07, 0.028530774207014973, 0.341680375343162, 0.0531148240139883, 0.005487671599002146, 1.9404098211010694], [14.140079482292224, 6.21706977962536e-07, 0.04372874801094662, 1.1090101888562363, 0.040962414017745426, 0.00846045457261399, 0.9842883462884596], [7.539596325816207, 4.603825750176354e-05, 0.42075043657211797, 5.9172846710766445, 0.14033945049452912, 0.028954680872242504, 0.23874325238128022], [10.93348925909336, 0.015723704565877846, 2.2651505543168433, 0.4534948355339582, 0.31156799883481423, 0.03718605619713573, 0.26910213494909613]]"," Which Alabama Conservative was endorsed by the NRA and National Right to Life Committee. Big Luther Strange, who's fighting with President Trump to build the wall. Big loser Strange again. And who did President Trump give his complete and total endorsement to? That's why, right. Big loser Strange on issue after issue, loser Strange supports our conservative values and wins prolife pro gun, ProWal and pro Trump Alabama's loser Strange. Senate Leadership Fund is responsible for the content of this advertising.",0,0,0,0,0,0,center,base
USSEN_AL_SLF_ENDORSEMENT,"[[0.030114376098904373, 5.827924313308583e-05, 0.0953600760250632, 0.3639196837588204, 0.22181670993305852, 4.709935685676223e-05, 15.906759431862623], [0.007803546721054843, 3.849643011700093e-06, 0.081821782588573, 0.36355769478285943, 0.0635801535023461, 0.00050829680105177, 16.100800165990343], [0.014453868259565919, 2.1816301598338936e-06, 0.8470700717075819, 0.5329208961160868, 0.2933268232059504, 0.0001439467824609561, 14.930158542797415], [0.28602679777746215, 3.855550774136062e-05, 9.0196852307637, 1.1269255974249337, 3.286841304086345, 1.037930516531246, 1.9092160528690378], [0.14434476782168662, 7.004457158137673e-12, 6.1475047043391635, 0.0015065515721549413, 3.396517676966531, 0.00017098358772013204, 4.595669252531869], [0.13939805815628686, 1.9953551316973036e-10, 4.2271593953221185, 0.006521017422873961, 12.13660418130463, 0.00030178659012779636, 0.1556904888328235], [0.2583328323076225, 3.767314107989626e-06, 0.011709756563425508, 2.09984342687168, 0.8776207216047615, 2.863088482102027e-06, 13.419012295726956], [0.01966536637172531, 7.933801781271891e-09, 12.81620475041336, 1.9348821032144128, 1.8477147305358306, 0.025160323805110046, 0.016096826288966522], [0.000206823953583793, 2.849198103244714e-07, 0.006252127950982331, 11.776962542176744, 0.008279026252044469, 0.0008301685811760915, 4.533999727448637], [9.366741686630846e-07, 2.430589891700654e-10, 5.235806654605739e-06, 16.311065639617084, 0.0006119422377345581, 0.0001376477263652528, 0.01470927988845836], [0.0004221042268230726, 1.2023246089294395e-06, 0.04932069407117389, 15.776845719384411, 0.4711148763725031, 1.9995243878829316e-05, 0.02880645039139487], [7.791138159700522, 2.1298250985717363e-05, 4.082133332107181, 0.28076506163695397, 2.0981479090199757, 0.016055152311483165, 0.017454299918712033], [11.681692940848214, 4.377270101940667e-07, 2.117463094847543, 0.055610119099063535, 0.4277553675430162, 0.0009832824746678983, 0.0022088312627082424], [13.188529866082328, 0.00032256817316270566, 1.0016783007553645, 0.06495866525386061, 0.02975353438939367, 0.00022421383099364384, 0.00024697250669955144], [0.23400933411684247, 2.6442739923858273e-08, 0.08571788341934626, 0.009698679736716022, 14.331500250140042, 1.4041629173954107e-05, 1.9571355086097977], [4.361880665526147, 0.0002576676765886787, 0.7388571453606995, 0.687095971529256, 7.135730376455979, 0.0005938216295646486, 3.4021141650292543], [0.1341702613208724, 1.8217142667699718e-05, 3.9690800520321057, 0.9922787436061044, 4.252832956267228, 0.0004054751228558606, 7.269289497879623], [0.01308411447365261, 1.1499701683008431e-05, 0.47249135118629537, 0.21745733315187105, 2.6137852324273902, 0.004371645801249701, 13.344473820339116]]"," President Donald Trump gave loser Strange his complete and total endorsements. Why? Because they're both fighting for us. President Trump and Luther Strange both took on the Republican establishment and won. And Luther Strange is helping President Trump with his plan to build the wall. If you support President Trump, it's very important to get out and support Luther Strange in this election. Endorsed by President Trump. Luther Strange Senate Leadership Fund is responsible for the content of this advertising.",0,0,0,0,0,0,center,base
USSEN_AL_SLF_IN_IT_FOR_HIMSELF,"[[0.8601025259555891, 0.0023509427044570356, 0.9473226464753367, 0.003955800771074469, 11.599827504147738, 0.0003909958233595997, 0.8717643350562908], [0.010364027028637273, 0.00017258007574127987, 0.717834649341447, 0.8131189005715507, 12.400374242237636, 7.270369094060568e-06, 0.34384174006325857], [6.29505718409616e-05, 5.701826709193978e-09, 1.3296550938061305, 0.15082102535026415, 11.088498149599348, 2.4198688005786347e-06, 1.7166746514184135], [0.0027024329814061025, 2.8772721424317363e-07, 1.4222839499728438e-06, 16.18520579307736, 0.0013150745251361378, 3.438688400072986e-07, 0.1373058155005154], [10.53543644292014, 1.818273989423369e-10, 3.909778473328571, 3.220536191107311e-05, 1.8795101580267048, 8.676671156843231e-06, 0.00176418414629143], [0.121318478981654, 5.463695842539636e-06, 2.264528286349878, 0.18264952780306185, 13.755553465795868, 8.502926971195818e-06, 0.002467395573082946], [9.358683565362217, 1.5729249698155628e-06, 3.548921650948769, 0.4906249506018875, 1.2679896194148628, 0.19540890268736402, 1.4649011269578582], [0.11055960452982358, 1.677159205166439e-08, 0.238575812961374, 10.122827121189662, 0.07536522378878933, 0.2442255084003721, 3.494161367416382], [0.0037245681076975806, 4.574356270754214e-10, 0.00021120825165001276, 14.27717890058245, 0.001188623926801873, 4.489741708571923e-06, 0.003407512849662453], [0.022391105137233223, 2.9682577665620817e-06, 11.184871196746826, 0.13785363574113166, 0.17022026170577323, 2.7607851794787814, 0.009589749554704343], [0.0005451799162463951, 9.761828647013106e-09, 0.8593660380159106, 0.43348371982574463, 2.9797576774269275e-05, 12.99226198877607, 2.7874356029704878e-05], [0.13275042169224324, 2.0665564206913316e-05, 8.47551191984401, 1.0705159816879193, 0.27505254149750125, 4.209244927889232, 0.12261820357465254], [0.9099290839263371, 9.954815790739044e-05, 4.3771211590085715, 0.0005136289213883824, 8.401503733226232, 0.0020454130468091796, 0.5945018891777311], [0.09046889855661204, 4.813510215485606e-06, 3.117031869193879, 0.0009295262514887007, 9.688819609739735, 0.00102217757919685, 1.3874379177104648], [0.18368315483842576, 5.412007028043104e-11, 6.649521844727652, 1.055224479224697e-07, 1.5881663986614771, 0.0008701921615283936, 5.863472393580845], [1.644182630947658, 0.0001392698192960649, 8.865053313119072, 0.000374386425911715, 3.2011136412620544, 0.0014958970755937376, 0.5733553320169449]]"," Roy Moore is just in it for himself. Moore grabbed headlines and cashed in getting over a million dollars from a charity he ran. He laid off 170 court workers, but took two pay raises for himself. And Moore failed to support President Trump attacking Trump's border wall plan. And President Trump doesn't support him. You can't trust Roy Moore. No wonder President Trump doesn't support more. Senate Leadership Fund is responsible for the content of this advertising.",0,0,0,0,0,0,center,base
USSEN_AL_SLF_MILK_THE_SYSTEM,"[[2.0488677280289784, 1.939695007787837e-07, 0.0040248610145811525, 0.07213412650993892, 0.8494684206587928, 0.0053166025151897755, 11.305902685437884], [2.074954552309854, 8.520103352996752e-08, 0.003513093854832862, 1.4132845614637648, 0.6378957735640662, 0.05550626000123365, 10.100559677396502], [3.7805986020338674e-10, 3.4840368692889576e-23, 1.7529698241096148e-12, 14.282932451793126, 2.5704673310502002e-08, 4.098563394054622e-12, 0.00278245861409232], [1.233425641508436e-11, 1.9291638301030065e-28, 3.0625258957176023e-15, 14.285714285714286, 5.542388844497521e-11, 1.5880306800301048e-14, 1.9954372122908482e-07], [0.4458591341972351, 4.3075643369710246e-07, 0.6235391965934208, 11.596331426075526, 1.5941490020070757, 0.002747125524495329, 0.02308865244101201], [1.025890743883151e-10, 1.2403107699244652e-24, 5.151943283938022e-15, 14.285714285714286, 2.7430795110559648e-11, 1.0183858732123027e-12, 1.4612859493874047e-07], [7.595462538623099e-13, 1.5779770606439164e-28, 8.859168762362046e-17, 14.285714285714286, 2.1844274857271584e-14, 1.158256901760997e-14, 2.6411358179854817e-07], [5.807314516578243e-13, 3.0494937759766367e-29, 5.0886508001348934e-18, 14.285712582724434, 7.267122952365356e-15, 1.6285137122088235e-14, 1.2798258199252035e-06], [1.1484675869043706, 0.0009303662989344177, 6.42830950876361, 0.021539615959528313, 5.8796496705064145, 0.08847333234440724, 0.718343331926153], [0.41719340136470434, 0.0002894649741541705, 9.109928543746475, 0.01011546414299524, 4.2762917291429705, 0.008366666734679815, 0.46352743898643645], [0.07301519703685973, 0.00036448251597545405, 3.782015712997839, 0.1291022472478491, 11.684413481976565, 0.007524234333700482, 0.6500947823746676], [0.2758198550769261, 2.9216432844465193e-09, 10.926416090556554, 1.8495491572788783, 0.20401061379483768, 0.00046666297878670903, 1.0294528944151742], [5.831528909042071, 3.086041412218514e-05, 7.170497947024325, 0.03180660031328203, 0.5611728679129914, 0.002617491398889591, 0.6880599351135283], [0.030930746080619947, 6.375463153439145e-10, 6.6967900310243875, 0.005510374155294683, 7.547198023114886, 8.33272094626279e-05, 0.005201798298263124], [0.01714409195951053, 3.9502443974611824e-10, 4.322177597454616, 0.007164190589849438, 2.334796743733542, 0.0030419306962617804, 7.601390566144671], [0.21656347172600882, 5.870652178671268e-10, 0.8271198719739914, 0.5369120942694801, 7.649382523127964, 0.012045879183071, 5.043690545218332], [3.4780928178063504, 1.6431081836415055e-07, 9.522033305606959, 0.020192073845424534, 1.1866680927501976, 0.05145309145669187, 0.027273691866383502], [0.029744763326432024, 5.099695586453988e-08, 3.813132643699646, 0.0001265099074641642, 10.208701235907418, 0.0003959817019806776, 0.23361330053636006]]"," Career politician Roy Moore knows how to milk the system. More grabbed headlines, then cashed in with speaking fees. A book deal. His legal defense fund morphed into a charity that paid more in his wife more than a million dollars even and more for travel, including on a private jet. Now, Moore's charity may be violating federal law. Roy Moore, typical politician. Imagine how bad he'd be in Washington. Senate Leadership Fund is responsible for the content of this advertising.",0,0,0,0,0,0,center,center
USSEN_AL_SLF_SO_MUCH_MORE,"[[1.26307447041784, 2.9137483790821406e-06, 0.11050086468458176, 0.004893687270980861, 3.8112384932381764, 6.432954770778971e-05, 9.0959404196058], [6.686630817876677, 0.00018421038014780999, 0.6909583707937904, 0.10984709608920705, 5.414935843472404, 0.0002680069003676053, 1.382890106782153], [10.860049763677607, 0.00045751646103521184, 0.3037903087762243, 0.12704925825418284, 3.602146800081575, 8.149103856964959e-06, 1.4330288622220126], [4.709506612651203, 6.017041016548319e-05, 0.19319942221045494, 0.5391712970016002, 1.0701717162618831, 6.544637036935159e-05, 9.814355313321766], [2.7149936982563565, 1.1581510552170572e-09, 1.489525820527758, 0.0009411197554852281, 9.770254577909197, 1.06234762954825e-05, 0.3099886966603143], [13.851803541183472, 6.119162954121293e-08, 0.05310158843972853, 5.8843800486231756e-05, 0.3792845777102879, 1.5156719054435337e-07, 0.0014652409715511436], [12.707211196000902, 1.5135403357296297e-08, 0.16019008678053623, 0.00021184157142316177, 1.4124490098199085, 1.5826394345483232e-06, 0.005650630840297604], [0.05459445907889654, 7.336962299224226e-08, 0.7858783756791826, 2.058527794457516, 0.28299914082504535, 12.956763172764497, 0.18776786722698988], [0.13712625257131567, 4.999919693690681e-07, 1.6936105242658248, 2.0441898299210077, 0.957034727111839, 11.249996243203967, 0.24457302761777325], [0.06595095488859735, 1.0633796870331548e-07, 4.533152904007432, 2.160210729986507, 8.103091822849764, 1.1670633098956809, 0.2970610866391727], [0.06096987506052135, 3.169322419718583e-05, 0.07304564013064484, 9.286326476738651, 4.824041141519508, 1.7183624037888272, 0.6552977651355741], [2.0023553494570776, 1.1374519806463118e-05, 0.022083466242934634, 0.2195561387008438, 10.21421150953462, 0.02128979048188312, 4.138567704703019], [0.6952612410002834, 4.384946598447411e-11, 1.6395448516546534e-07, 3.3116027557953704, 3.5063930881428007, 1.9660815567054916e-10, 6.772457253994268], [0.04848553466477564, 1.7200254985384943e-05, 12.061864989144462, 1.67066433600017, 0.187345381293978, 0.1317112839647702, 0.18562561433230126], [0.011013149190916616, 2.063180979408987e-05, 13.446211664765604, 0.020220633220530387, 0.009556270216941191, 0.7984140452886901, 0.00027885582881377396], [0.011662036110592763, 4.2032599590784116e-07, 12.682203640047359, 0.011799036995636641, 0.281375344051867, 1.2795367109499403, 0.01913754084195653], [4.31585217865935, 2.3856106523443986e-05, 0.05322834840142831, 0.008234451374828226, 2.5109926704517656, 3.1949205184053487e-06, 7.397379163645776], [9.110734292439052, 1.878342256337159e-06, 0.13361843302845955, 0.00042571032931196636, 2.9989208493913924, 7.393933592376405e-07, 2.0420123423848833]]"," Roy Moore. There's so much more. Despite being one of the highest paid judges in the nation raking in more than $170,000 a year, roy Moore wanted more. So Roy and his wife took over a million dollars from a charity they ran, paying themselves a million dollars and spending even more on travel, including a private jet patch roy Moore more. More for more. Senate Leadership Fund is responsible for the content of this advertising.",0,0,0,0,0,0,center,center
USSEN_AL_SLF_TAKES_CARE_OF_HIMSELF,"[[0.00751559673859485, 3.2751139910701235e-05, 0.8983791885669422, 0.9279663246853643, 5.8607901957161745, 8.278968673818837e-05, 8.971758304162904], [5.1098883061381375e-09, 6.973785261024116e-19, 4.910873612524418e-08, 14.284982000078474, 1.138317965601995e-05, 1.1978644266972895e-08, 0.0007208130097881492], [3.302835781258359e-09, 3.1438570481464137e-19, 4.5450435808710895e-09, 14.28491984090157, 9.697235288464602e-06, 2.4299482526449556e-09, 0.0007849271839647393], [2.5540713988192465e-08, 4.736365952712967e-21, 5.063613274712355e-07, 14.283886977604457, 2.623151220047605e-06, 5.354525711709357e-08, 0.0018243877483265741], [1.8369426614737805e-08, 2.3397516986622654e-14, 2.4646103382110596, 0.011686692180644189, 0.00016665322358936204, 10.890573263168335, 0.9186778749738421], [4.6656669004465e-08, 7.052208519534427e-13, 14.107665845326014, 0.015994335990399122, 0.007165371373827968, 0.01846328377723694, 0.13642643711396626], [0.9327707546097892, 0.001237324717554397, 1.4306333448205675, 0.08042106138808387, 8.862188032695226, 0.0015787967380934528, 2.976885437965393], [2.251943520137242, 0.00037171370682439635, 2.3651919194630215, 0.07187704821782452, 1.2675294918673379, 0.019002196911190237, 8.30979858125959], [7.875638261361329, 0.0011366557837538976, 1.5741762558182002, 0.045586278815713074, 0.9809674856190613, 0.0351842284568361, 3.773024228450748], [2.2097391741616383, 0.0019998412296575096, 5.567695839064462, 0.03967568877020052, 5.903587596757071, 0.01629736673619066, 0.5467196660382407], [0.27052941066878183, 5.977696153942296e-06, 0.42390889887298855, 0.10108613808240209, 6.322212304387774, 0.0002744449635169336, 7.1676978043147495], [0.03591191892565404, 4.959766375503197e-08, 1.205263104685358, 4.832115502375402, 0.8198243639368615, 0.017306219522809894, 9.70765431321412], [0.003336993349488837, 3.89152186211538e-10, 0.3859546837414657, 12.869144822804897, 0.7447645869814398, 0.0016004711715681308, 2.613273953941955], [0.02964700064954481, 2.344984646602419e-09, 5.183421440270483, 0.27454695759379133, 1.6361604073126172, 0.16155656051764988, 9.041198577680769], [0.3268193310965013, 2.3353492065239085e-10, 10.544428209083378, 8.589636033584016e-06, 3.10490572851624, 0.010991364730557002, 0.2985615905256124], [0.5135268279032009, 2.2647834859291405e-10, 2.072888523427245, 0.03177361153526204, 10.177635050189881, 0.0029116157664390366, 1.4869793007106025], [1.4229494329916241, 1.1748113103774935e-10, 10.058011075480305, 0.001988988321948633, 2.1599939049989607, 0.6024024675302614, 0.040368884547116006]]"," With Roy Moore, it's always more for himself. He and his wife received over a million dollars from a charity they ran. Moore laid off 170 court workers, blaming a funding shortfall. But he took pay raises for himself. Moore also promised Alabama taxpayers wouldn't pay for legal bills, but we did, costing half a million dollars. Roy Moore more for himself. Senate leadership and is responsible for the content.",0,0,0,0,0,0,center,center
USSEN_AL_SLF_WHO_WILL_FIGHT,"[[4.745652752240498, 0.30246910164360524, 8.887863516241792, 0.03947840829335882, 1.1226933508995196, 0.22078150027013593, 1.3467374756136732], [1.4388206034473756, 9.203503515164698e-05, 1.0492870397453544, 0.08979453520699414, 11.797050185214218, 0.0024260661852562883, 2.2882044380847892], [5.146925176408014, 0.16919949868923442, 8.165749359807874, 0.09601922625499822, 0.3514591983775686, 0.29178452525834225, 0.06457671551556232], [6.3882708099731005, 0.01844449211751942, 7.086563532743665, 0.016097700451070947, 0.6891692734120991, 0.032439763329525875, 0.05472876524266479], [2.6272062744413103, 0.0028914512118457685, 11.013600655964442, 0.007358785452587264, 0.3996389518891062, 0.003095835563726723, 0.23192265736205236], [0.008693749569995036, 2.2740489465943453e-12, 9.309848177886965e-06, 14.231869149404629, 9.586005703905654e-07, 1.6747230176253828e-05, 0.04512428109343535], [0.1984391893659319, 1.7966558796267407e-09, 2.0451047590800693, 9.894967930657524, 0.4613686352968216, 0.0003459248546278104, 1.6854877982820784], [0.001378784717027364, 1.2406329569202336e-17, 0.0012692950674266154, 1.082093938263386e-08, 0.040929352066346576, 2.3904416224240777e-07, 14.242137329918998], [0.29701252600976397, 2.451238568445173e-13, 0.09022360401494163, 5.629600658656792e-07, 0.019136126086648022, 0.00021906138759472275, 13.87912290436881], [8.763224254185584e-06, 3.8435330287225326e-19, 7.9840549400874545, 7.03544303668321e-11, 6.250086426734924, 2.1926138979841018e-10, 0.05156480973320348], [4.2429271871373894e-05, 1.1414893428578847e-16, 13.837086276153189, 8.147953432922617e-09, 0.4166412016450372, 1.3733861089860802e-06, 0.0319424536757995], [3.384363610946041e-05, 4.384119875920283e-17, 14.137180362428937, 7.643421609923199e-10, 0.14170695628438676, 1.8075911799110754e-09, 0.006793013225043458], [0.08709913651858057, 1.2373101908126825e-06, 13.94103935786656, 0.0012366726878099144, 0.03145677037537098, 0.1496830822101661, 0.0751988762723548], [0.0098173223835017, 4.1642733705771207e-08, 6.997230223246983, 0.00853090563655964, 0.0028457091372859266, 7.024469545909336, 0.24282091430255345], [0.18577289411349177, 1.7648816794128705e-07, 0.0062025929174201865, 0.010591987985480392, 5.677986057706411, 1.0331173231594789e-06, 8.40515970192737], [0.048899048540209024, 1.2700735701238436e-08, 0.0025515901922647443, 0.05012876021542719, 3.1281102980886186, 7.9634330875576e-07, 11.056023836135864]]"," Who will fight with President Trump to change Washington, not career politician Roy Moore. He's on the wrong side of Trump's border wall and I won't tell you the secret. Does it take a while? I don't think it would take a take a wall. I don't think it would take a wall. Roy Moore dead wrong on President Trump's wall to protect our borders, can't build a wall around our country senate leadership and is responsible for the content of this advertisement.",0,0,0,0,0,0,center,base
USSEN_AL_STANDUPREPUBLIC_DAUGHTERS,"[[0.7750760231699262, 4.764650287013085e-06, 0.0047653352209766, 0.000867001446230071, 1.2262997882706779, 0.00011614773549289177, 12.27858577455793], [0.545887841252045, 0.012138664581163885, 0.0037519163692714026, 0.04878157175733364, 4.660904685312788, 0.0002722043485942893, 9.013977758355178], [4.781962292534964, 0.000549536499810139, 0.004857180257593947, 0.03503515451614346, 0.9950599500111171, 2.09016565959936e-08, 8.468249865940638], [7.716546739850726, 0.000625366997805291, 0.08809564502111503, 0.08347750242267336, 0.3231557884386608, 0.0005080925412974986, 6.073305010795593], [0.6607658628906522, 3.8988697984418e-06, 0.012747907645202108, 0.000485917241478871, 0.7453812552349908, 1.8785284185339281e-06, 12.866327592304774], [1.8229099212311088, 0.00023086816043588044, 0.8977157723220689, 0.0025384975315212955, 10.577543734775166, 0.0029953400958562634, 0.9817795988073146], [8.053968633924212, 0.0017472237232141197, 0.9740967835698809, 0.0005753435938718862, 3.956148454121181, 0.05488446581044367, 1.2442937919071742], [0.20302852083529746, 5.721680906844995e-08, 0.3005795180797577, 0.0446141032235963, 0.08236048077898366, 0.08793713391891547, 13.567194768360682], [0.32063437142066104, 9.747013073327999e-06, 5.2431288506465465, 0.47755579516624186, 0.2100214753419189, 0.45942092125710804, 7.574942733769751], [1.3214936213833945, 0.00017451823493632088, 0.7213271622146878, 0.06784298457205296, 0.44194358800138744, 0.47004856169223785, 11.262883458818708], [3.8240390164511546, 0.00010357948018021748, 0.6492837731327329, 0.09158706691648279, 0.1616762817970344, 0.41868481785058975, 9.140339919498988], [5.660493459020342, 0.1069764473608562, 0.9011877434594291, 0.0023383021471090615, 7.120838335582188, 0.0008707700284763373, 0.4930092820099422], [0.2889618543641908, 0.0005818506906507537, 0.5837637931108475, 0.21235643486891473, 1.8001026340893336, 0.0004954848658858932, 11.39945217541286], [0.5199828628121107, 0.000975458591644978, 0.13007932186599505, 0.14336078084814094, 1.2316552325792536, 0.002501516785296947, 12.25715948683974]]"," What if she was your little girl? Your daughter, your sister? What if she was 16 years old or 15 or even 14? Would you let a 32 year old man be alone with her, date her, undress her, touch her, have her touch him? That's what Roy Moore did. He call it dating, we call it unacceptable. That's why we can't support Roy Moore.",0,0,0,0,0,0,center,center
